
Dear奥雷里亚诺上校,353801875,江苏,人是向前走的，如果努力尝试过并肩前行，但你还是停留在原地，那我们只能分别。,6127514621,0,2024-06-07 17:23:37
Kypr,1684319134,广东,大家好啊,6127432430,0,2024-06-07 13:51:45
飞越柯伊伯带,81763105,上海,Sara Lee啦,6127391112,1,2024-06-07 12:05:50
超绝可露丽,7990390385,安徽,美乐迪~,6127374503,0,2024-06-07 11:21:53
Benjamin777,411683842,浙江,初听这首歌一晃已20年，“终于明白你已变成回忆”,6127363606,0,2024-06-07 10:55:47
小阿张耶,1402336872,湖北,失去以后才懂得珍惜,6127323586,2,2024-06-07 08:51:25
风中花c,7932771050,河南,明白,6127281804,0,2024-06-07 04:28:28
肖战的坚果宝宝,1595782220,浙江,大伦一脚 练一脚 小庄再互相搅和一下 我的cp危了 可怕的国王游戏[多多大哭],6127240589,0,2024-06-07 01:21:50
组会远离我吧,599323532,江苏,会一直在一起吗？,6127227627,0,2024-06-07 00:54:56
Ashley_-xx,544634760,陕西,忙起来看见男的就烦,6127198382,0,2024-06-07 00:06:36
小璇饱饱哇_,9038968133,辽宁,噢 那你活的轻松嘛？,6127121011,0,2024-06-06 22:16:07
UP骚年,98818183,江苏,太美了,6127100212,1,2024-06-06 21:53:37
祺曦鹤and哈哈哈,8137726935,山西,家人们，这是我第一首超爱超爱的dtの歌，永远白月光[色][色][色],6127096526,0,2024-06-06 21:48:44
可可西里没有金鱼,380452419,山东,谢谢你，加油[可爱],6127015834,0,2024-06-06 19:54:40
可可西里没有金鱼,380452419,山东,谢谢你，你也是[流泪],6127015801,0,2024-06-06 19:54:19
怎麽會遺憾呢,3421956083,广东,朱朱我为了你来听了,6126986181,0,2024-06-06 18:57:38
用户4012358022,4012358022,河南,当你再听这首歌时 是否会想起他,6126942514,2,2024-06-06 17:17:11
不吃芹菜的66岁喜羊羊,5085566849,福建,啦啦啦啦啦啦啦啦啦,6126933763,0,2024-06-06 16:40:53
掉价Gest,258452005,甘肃,大伦非得插一脚[流泪],6126812292,0,2024-06-06 11:40:02
八公犬,629986071,湖北,总觉得这首超能牵动我的情绪,6126747342,0,2024-06-06 08:17:01
闯进银色山坡,555015677,广西,爱过你～,6126714487,0,2024-06-06 04:40:07
给我来个小和尚1,126388952,上海,但是留下了一段很深刻的回忆，不会忘记,6126546252,0,2024-06-06 00:42:37
lliipps,1531298087,江苏,@坐听风_眠听雨,6126533736,1,2024-06-06 00:16:38
乌麻ing,1599357306,河南,太好听了，感觉要颅内膏潮的程度（）,6126477743,0,2024-06-05 22:58:14
Pandududududu,3994754191,北京,超级棒的开心点加油！！！！,6126452455,0,2024-06-05 22:22:05
Pandududududu,3994754191,北京,抱抱喔,6126450556,0,2024-06-05 22:21:52
-Whaoe777,5012724256,上海,我不玩游戏的,6126356596,0,2024-06-05 19:53:35
甜妹__y,1707412253,江苏,网络上最孤僻的人[大哭]你耍游戏嘛？我俩组队一起玩吧,6126356372,0,2024-06-05 19:50:51
-Whaoe777,5012724256,上海,我也是 特别喜欢天天粘在一起的，，，,6126340482,0,2024-06-05 19:18:26
cottoncandycloud,342790203,江西,怎么有这么好听的歌,6126255389,0,2024-06-05 16:21:40
Alvicnnne,67945232,北京,刘硬炮牛批,6126085106,2,2024-06-05 10:42:04
不困呀呀呀呀呀呀,4931273092,广东,故事的开始总是美好的～,6126044060,1,2024-06-05 09:05:07
Dico22,413285675,湖南,真的好听,6126029008,0,2024-06-05 08:26:29
-TuTiug7,2052757874,辽宁,谁懂,6125934533,1,2024-06-05 02:25:09
pinkpink_bear,540911675,广西,美乐蒂？,6125904186,0,2024-06-05 01:07:47
我叫懒大王ovo,1360444173,上海,加油，陌生人！,6125886297,0,2024-06-05 00:43:18
小高小高就很灵,298311770,江苏,谁来救救我的cp[流泪],6125800822,0,2024-06-04 23:28:04
FKen21,1545924283,福建,心已死[流泪],6125743719,0,2024-06-04 22:13:33
甜妹__y,1707412253,江苏,我的社交方式就是到处去评论 看到红色的消息我会开心很久😆,6125722355,4,2024-06-04 21:39:23
Luu-Ya,517203513,河北,怎么有这么好听的歌,6125722194,3,2024-06-04 21:37:14
Sylvia-_z5Ys,1587259392,福建,“你是在我脑海不停的旋律”,6125717139,0,2024-06-04 21:30:12
肖战的坚果宝宝,1595782220,浙江,我就知道有人懂我[流泪],6125662940,0,2024-06-04 20:13:02
七一吶,123203632,河北,永远忘不了,6125651516,0,2024-06-04 19:59:16
小菲睡不着_d,1498218064,云南,我就知道一定有这条评论😭,6125643569,0,2024-06-04 19:47:21
Reechoo,1487009755,广东,😋😋😋,6125589381,1,2024-06-04 17:54:13
阿三很三哦,285369656,浙江,哈哈哈哈,6125577121,0,2024-06-04 17:22:45
鲋鱼多刺,250899509,湖北,做了×饭，错误的是饭,6125577011,0,2024-06-04 17:20:09
肖战的坚果宝宝,1595782220,浙江,omg 我的百年浩荷 [流泪],6125503949,11,2024-06-04 14:39:53
冷眼相見,1441068098,未知,[多多捂脸]他确实变了很多,6125328500,0,2024-06-04 12:23:46
小牢弟赤石去吧,7799206307,上海,爱过你，有太多话忘了要告诉你,6125174203,2,2024-06-04 08:52:42
我是越越越越是我,1367527530,江苏,id好好听,6125134449,0,2024-06-04 04:28:28
小舌甘馨崽,2020340226,湖南,🥹🥹🥹,6125050683,0,2024-06-03 23:57:45
小舌甘馨崽,2020340226,湖南,哈哈哈哈哈哈哈,6125050673,1,2024-06-03 23:57:37
娜美娜娜梅,1414330554,湖北,俩人都有自己的美好未来，过去的都已过去，刘女士希望也可以找到自己的幸福的路吧，DT也要和Penny好好幸福生活下去🤟🏻,6125016479,0,2024-06-03 23:13:35
番茄莱莱,2037783663,江西,如听仙乐耳暂鸣,6124992928,2,2024-06-03 22:41:08
告诉你爱的人你多真多深刻_,253029649,浙江,melody说这首歌是写给蛋糕的,6124969233,0,2024-06-03 22:18:50
宇墨QAQ,8466255756,山东,哈哈,6124835674,1,2024-06-03 20:54:35
-十一二三十,248890333,广东,很熟悉的旋律,6124757814,1,2024-06-03 19:22:42
月下浑子,1292344872,甘肃,明白,6124741675,0,2024-06-03 19:13:01
你好我是芭比布朗,1598204933,天津,你是讲一碰吗@1倍速xx,6124718842,0,2024-06-03 18:32:33
风居住过的街l,1441068865,未知,是的 我忘不掉所有伤害过我的人 也忘不了那些美好的回忆 是他们让我成长 但我不愿意把他们当朋友,6124644351,0,2024-06-03 17:40:18
可可西里没有金鱼,380452419,山东,不怕大家笑 我唯一的社交方式就是到处去评论 看到红色的消息我会开心很久,6124588615,23,2024-06-03 16:19:57
应为冰川,3319945588,浙江,哈哈哈哈太好了,6124536667,1,2024-06-03 14:32:30
Us0Z,134191327,广东,王德梅！,6124369680,1,2024-06-03 09:45:51
得憂獲鬱,484299869,北京,没哦啊啊就不错了,6124350774,1,2024-06-03 08:25:38
小埋埋埋埋_,599428471,辽宁,麦乐鸡～～～,6124330517,0,2024-06-03 07:47:32
只有我不存在的城市呀,4019780824,广东,时间啊，让这么优秀的人变成了啊啊哦哦,6124288069,0,2024-06-03 04:56:09
只有我不存在的城市呀,4019780824,广东,真理,6124291793,0,2024-06-03 04:53:07
淅如雨,6395867023,广东,爱到最后要分离,6124223666,3,2024-06-03 01:37:13
美好的事可不可以发生在我身上,365207657,湖北,如果是玩梗的话没什么可说的，不过这前奏的吉他没得黑好吧,6124163378,0,2024-06-02 23:57:17
美好的事可不可以发生在我身上,365207657,湖北,确实，自己饭都吃不饱怎么可能还会去想爱情,6124165789,0,2024-06-02 23:55:33
美好的事可不可以发生在我身上,365207657,湖北,那些唱着唱着突然来一个哨音，岂不是更吵,6124161461,1,2024-06-02 23:54:20
kuromi_qvq,3336257180,浙江,没品,6124156912,1,2024-06-02 23:42:46
甜心bae,1999640557,上海,辰这是你给我听你唱的第一首歌,6124116403,1,2024-06-02 22:47:20
lIIIlIIlIIlI,8680780383,湖北,@等你一起看海__ 笑死我了,6124079121,0,2024-06-02 21:42:41
YasMine_F,38352168,安徽,哈哈哈哈狠狠点了,6123982500,1,2024-06-02 19:02:02
养只小狗叫做luka,9021549973,辽宁,请不要离去(._.),6123948603,0,2024-06-02 18:03:55
养只小狗叫做luka,9021549973,辽宁,当爱降临悲剧开始(._.),6123953802,2,2024-06-02 18:03:08
养只小狗叫做luka,9021549973,辽宁,你曉得吧(b_d),6123952787,0,2024-06-02 18:02:29
开水壶呜呜,1726513638,广东,请不要离去,6123897226,0,2024-06-02 16:36:09
困乏小猫_Zzz,7971499402,辽宁,我确实是一个很难抛下过去的人 每一个陪我走过一段路的人我都记得 短暂得跟烟花绽放般转瞬即逝的关系对我来说真的太致命了,6123876390,2,2024-06-02 16:05:46
soulguasl,1441159277,未知,你与日月同辉 我与星辉同在,6123863788,0,2024-06-02 15:38:39
小红花aap,8838461378,河南,脑海中的旋律,6123695259,0,2024-06-02 11:26:41
lauv-fire,1368678102,湖北,哦吼,6123684655,0,2024-06-02 11:05:28
阿宁信笺,9944858415,安徽,幸福自知˶˃ ᵕ ˂˶,6123571507,0,2024-06-02 06:49:59
天干逢雨露,331445775,浙江,人总是傻到失去才明白珍惜,6123406322,2,2024-06-01 22:51:26
炫舞老登,9055415547,河北,超喜欢那段😭令人难忘,6123375687,0,2024-06-01 22:04:50
whythissonghastodie,331628585,上海,7月南京首场能不能听到[流泪][流泪],6123352794,0,2024-06-01 21:19:32
MORGAN-OK,7898562219,山东,这才是RB的精华好吗,6123283090,0,2024-06-01 19:16:54
CJ_116,2018355575,湖南,这个鬼动态封面 全是陶喆鼻孔,6123277547,4,2024-06-01 19:10:33
借口oooo,5169288277,浙江,太对了哈哈哈哈哈,6123173215,2,2024-06-01 16:01:35
新冠西西单身人员,1441175630,未知,我初中的时候喜欢的歌手，我现在大二了还在听[多多大哭],6123081672,0,2024-06-01 13:12:48
37ito,8884160434,广东,第一遍：这啥啊第二遍：好像还行第n遍：真神降临。！！！！！,6123034707,6,2024-06-01 11:45:33
37ito,8884160434,广东,我们像指南针碰不到的南北极,6123023875,0,2024-06-01 11:13:38
melody-mine,9873723237,安徽,这段桥接得多好，抒情为主,6123019722,0,2024-06-01 11:12:41
乐乐喝奶茶,1541549049,广东,支持,6122946086,0,2024-06-01 07:56:43
青春不打烊乄2103,4928010820,四川,那端才是精华     算是回忆那段感情最后的走马灯吧[大笑],6122843352,3,2024-06-01 01:13:40
233宫商角徵羽,296885958,上海,我能怎么办呢,6122834586,1,2024-06-01 01:01:54
冉冉829,350895768,新疆,那么美的音乐，为什么结尾说唱部分听起来吵死了,6122554650,6,2024-05-31 16:45:28
良良笨,1510596730,安徽,希望大家都不要失去了才知道珍惜 一定珍惜眼前人啊[多多大笑],6122554787,2,2024-05-31 16:32:48
我热爱你X,1363228360,河南,牛,6122546583,0,2024-05-31 16:15:05
八公犬,629986071,江西,前奏一出来就哭了,6122529910,1,2024-05-31 15:17:17
华灯初上冰雪者的低语,1441142847,未知,不撞南墙不死心吗？,6122522386,0,2024-05-31 14:57:26
牵你的小手手_,258294525,福建,还是早点休息,6122521509,0,2024-05-31 14:55:43
-命数如织,469162119,江西,失去你我才知道要珍惜,6122504800,3,2024-05-31 14:01:42
之后-7,8391738729,山东,可惜那不是爱情,6122491622,0,2024-05-31 13:32:21
-随小心,7885004484,山东,我是小熊软糖  融化了就黏在你身上.请成为更厉害的大人和更可爱的小孩.六一儿童节童心依旧开心永远.不到1天就过六一啦 要不要考虑和本小姐一起过呀儿童节也好烦这么早被妈妈叫起来读小班.,6122492260,0,2024-05-31 13:25:27
-随小心,7885004484,山东,我不要什么礼物到六一带着我的照片发朋友圈小朋友要过六一了通通闪开.今年六一喝旺仔吧忘了那个仔.今天只有坏孩子才会不开心.过期的零食是零食过期的小朋友也是小朋友明天就是六一啦和我一起过嘛笨蛋.,6122492744,0,2024-05-31 13:25:17
-随小心,7885004484,山东,奶茶是大人喝的今天我得喝旺仔牛奶.小朋友要过六一了 统统闪开.儿童节拍了拍你：要过节啦小朋友！六一儿童节谁给我买糖我就跟谁走明天就六一了 我要AD钙奶 果冻 薯片 巧克力 冰激淋 如果你送给我我就天天和你好.,6122491189,0,2024-05-31 13:25:03
-随小心,7885004484,山东,5.20轮不到我6.1总该轮到我了吧.520我充了VIP跳过了六一就不用充VIF六一见一面吧我穿裙子你带花.谁还不是几百个月的宝宝了.六一请把零食礼物塞满我的课桌我们的友谊就是如此简单粗暴.,6122490220,0,2024-05-31 13:24:47
高原娃娃,1441168611,未知,这难道不是爱情最真挚的样子吗？,6122482084,0,2024-05-31 13:01:38
小舌甘馨崽,2020340226,湖南,哈哈哈哈哈哈哈,6122412437,1,2024-05-31 09:20:40
mystrings,113814492,江西,我觉得这是最好听的情歌，没有之一。,6122386598,2,2024-05-31 07:26:35
Seweit-,486515935,陕西,人真的会在不同时间段喜欢陶吉吉,6122349268,3,2024-05-31 03:02:14
少女已中年,1374558486,山东,以前好吃的太多了 挑肥拣瘦 硬挑,6122342208,0,2024-05-31 02:33:03
之后-7,8391738729,山东,忽然三个人走到门口 两个黑人 激动的手舞足蹈说一大堆 跟他一起的学生帮他翻译 很久以前 我在万达门口 见过你和男朋友 坐在两辆摩托车上  带着动作比划 拿了音响听歌 画面特别美  看了你们很久 你们特别棒 一眼就认出那是你吧  呵呵呵 太可笑了。大家绝口不提的人。两个陌生人会记得……,6122251550,0,2024-05-30 23:32:28
Fly_Over_Ruins,3926082078,上海,太好听了。,6122163168,0,2024-05-30 21:03:10
抹茶bling,6722819,山东,妈累代,6121951236,0,2024-05-30 15:20:07
RyanJoy_1945815,1655887441,河南,释怀不了一点[流泪][流泪][流泪],6121870741,1,2024-05-30 13:31:21
吸走好运,504905966,山东,充的,6121790855,0,2024-05-30 11:14:05
盼兮兮兮兮兮兮兮,628946440,北京,纠缠了这么久，真的够了，你两次回头，我都给你机会但是最终都没有解决问题，已经快1年了，真的够了，就到此为止吧，过去这3年我不要了，南墙撞碎了，我撤了,6121784380,1,2024-05-30 11:03:52
衣服自己破了,1897225284,广东,死歌大招法术加强100%了兄弟,6121726154,0,2024-05-30 06:47:40
type_-c,1553910068,山东,明白,6121704104,0,2024-05-30 03:19:36
二孩妈321,5206688911,陕西,爱上一个人，就好像创造了一种信仰，侍奉着一个随时会陨落的神。,6121633850,1,2024-05-30 00:02:43
景鹿小蹈,371844787,山东,反正我谁都不爱、,6121532207,1,2024-05-29 21:53:51
你脸挺肥呀,2097863724,湖南,@情人决限定 你是我的Melody(>^ω^<),6121525925,0,2024-05-29 21:40:40
Nob1ackday_,495163599,重庆,求你听我唱完这一段旋律,6121507396,0,2024-05-29 21:21:19
下次会相爱吗,3389076364,四川,如果真的还有可能就好了,6121269936,0,2024-05-29 17:18:44
seth-basher,289626690,上海,我爱刘硬炮！,6121268001,1,2024-05-29 17:07:22
蓝蓝的布鲁,582672385,广东,通俗一点，就是走马灯了[大哭],6121252367,0,2024-05-29 16:35:25
林话少,446244501,四川,melody说原本是Rose lee,6121253272,0,2024-05-29 16:34:49
NOT-UR-BAE,1365646491,海南,经典流传,6121203109,1,2024-05-29 14:17:45
小舌甘馨崽,2020340226,湖南,哈哈哈哈哈哈你做了对饭,6121181651,5,2024-05-29 13:19:41
芃与,592760200,江苏,忘不掉,6121175575,0,2024-05-29 13:02:58
凯旋凯旋凯旋呐i,1441142918,未知,不能，因为人无法回到过去，所以一切皆有可能,6121177816,0,2024-05-29 12:57:24
NightRiod-Last,81999489,山东,听陶喆的歌能做出更好的ppt[大哭],6121170720,11,2024-05-29 12:53:08
Turbotronic,1401127810,湖南,hi,6121112462,0,2024-05-29 10:11:03
原原胖成球,5204800497,吉林,R&B教父,6121071982,0,2024-05-29 07:16:48
下次会相爱吗,3389076364,四川,如果所有的错重来一次，能否改变结局。,6120933628,0,2024-05-28 23:06:33
five077,1773462450,江苏,李俊汉 我已经是melody了哦,6120914950,0,2024-05-28 22:30:48
x4464,5070993707,浙江,以前暗恋过一个男生，没有结果，一个听陶喆的歌的同学知道了就开玩笑给我唱这歌，于是就找了一下这首歌，发现还挺好听（）,6120879831,0,2024-05-28 21:30:59
raining雨后天晴,8963086802,黑龙江,不知道为什么知道陶喆的情史之后，对他的歌就没感觉了，越来越觉得歌者和听众之间除了音乐交流，还有情感和灵魂的交流。感情观都天差地别如何共情？,6120831487,0,2024-05-28 20:32:28
小舌甘馨崽,2020340226,湖南,常年听陶喆的人都目光炯炯有神，非常自信，且智商逐年上升，最后完全成为天才。听陶喆会改造身体结构，预防各种不治之症。人一旦开始听陶喆就说明这个人的智慧品行样貌通通都是上等，这辈子都能在任何地方风姿飒爽。逃避特具有强烈的社会正义感，对治安稳定有巨大的贡献，保护普通人的生命。,6120833995,120,2024-05-28 20:30:24
忘不了的心-,1476678293,河南,感觉是不是被洛克王国的前奏借鉴了,6120622436,0,2024-05-28 12:41:45
失声唱片机,1518306237,吉林,[强],6120573162,0,2024-05-28 11:55:28
淹没在人山人海,3574204831,广东,含金量拉满了,6120518611,1,2024-05-28 09:07:40
北佳南顽,515275406,贵州,和我和他好像 可惜我们已经分手了。祝你们有个好结果,6120507495,0,2024-05-28 08:19:59
真不在e,3268435026,,脑海中的旋律转个不停,6120023740,0,2024-05-27 23:49:06
木由_you,1817175198,湖南,单曲循环就是为了听到一闪而过的快节奏♪(´∪`●)ゝ,6120328953,0,2024-05-27 23:39:23
双脚怪,2021787021,湖北,体育生能不黑,6120317498,0,2024-05-27 23:26:40
Cortezzz,89118779,上海,为什么有时候听见这首歌还是会哭,6120254575,2,2024-05-27 21:54:54
可可虫1981,6369974360,重庆,有谁是从汤姆老师的没了只因过来的🙃,6120183666,0,2024-05-27 20:13:30
辉辉不爱争抢,7949471059,江苏,但愿,6119936960,0,2024-05-27 14:19:55
我家后山有神仙,261443622,新疆,陶喆真的无敌,6119879661,1,2024-05-27 12:12:51
我家后山有神仙,261443622,新疆,是因为生活真的太苦了,6119883894,0,2024-05-27 12:11:50
讨厌讨好别人,9170400677,河北,5月28号凌晨四点十二分 一个人听着Melody抽着烟 真的好爽,6117777402,8,2024-05-27 04:12:39
不早睡_A09,1732316109,广东,陶喆牛逼的是 当你听到一首新的 r&b 觉得很好听，但是回来再听陶喆就会发现陶喆的更好听,6119628741,0,2024-05-26 22:43:29
iaeo_,8982518419,广东,你们再点一个试试呢😅,6119575542,1,2024-05-26 21:24:24
云村村民168546022248637,8587773905,四川,刘恭显女士[多多大笑],6119417819,2,2024-05-26 20:02:31
盛明兰__x,5064707998,河北,判断：年龄不过十八,6119291522,9,2024-05-26 16:19:32
-粥咕噜,9996678132,贵州,女生：低马尾+皮肤白+八字刘海+身着校服+回眸+温柔=绝杀.男生：不开黄腔+长得帅+皮肤白+体育生+搞笑男+会哄人=绝杀.,6119287938,2,2024-05-26 16:09:12
Juciealiy,1998978022,四川,谢谢，刚分手，可能我得让自己忙起来,6119124263,0,2024-05-26 11:28:17
张圭真的红薯农场,303558482,浙江,陶喆老师真的很喜欢特斯拉啊,6119074165,0,2024-05-26 09:39:22
SELFPROCLAIMED_,1467371862,四川,我看着你 你看云,6119014077,0,2024-05-26 05:10:08
wzh2233,298672779,山东,终于明白你已变成回忆,6118960333,1,2024-05-26 01:23:47
wzh2233,298672779,山东,明白了,6118957435,0,2024-05-26 01:22:43
实在太逍遥,2029490240,福建,是的，感性和理性并存的人真的很痛苦。,6118943745,7,2024-05-26 01:01:28
云村村民胡毛毛,4928064251,山东,是啊，那些让人涌出泪的从来不算真的be。真的be是干涩，是恒久的日落日升，是回过头的点点钝痛。 ​​​,6118899029,13,2024-05-26 00:00:07
技安死了,392035332,广东,Zzz,6118621049,0,2024-05-25 17:59:00
泪心丶梦无痕,1441103062,未知,听到这个旋律脑子自动播放,6118614568,0,2024-05-25 17:48:22
玩世不恭的DT,1294579459,安徽,真羡慕[多多大哭][多多大哭][多多大哭],6118506519,0,2024-05-25 14:40:40
烟尘如-梦只在一朝,1441175851,未知,那又怎样呢 我们又不是没分开过,6118502699,0,2024-05-25 14:35:11
祈深情不被辜负,3379314600,广东,昨天是段历史，明天是个谜团，而今天是上天赐给你的礼物，要想珍惜礼物一样珍惜今天，相信一定会好起来的，加油！忘掉昨天，做一个真正的自己,6118341844,4,2024-05-25 09:48:33
Rabbit_echoo,1290091427,浙江,好听又心痛,6118282685,0,2024-05-25 06:52:46
暴力计算,6328505127,黑龙江,wyh 多久才是下一次@,6118165356,0,2024-05-25 00:07:16
Aliliyyz,1354510387,四川,想你一遍就听一次Melody。,6118086021,1,2024-05-24 22:31:49
郑润泽你压到我头发了,1463961068,云南,好听！！！！,6118021486,0,2024-05-24 21:06:56
义琪走_,9967788514,广东,什么是永远.,6118012429,0,2024-05-24 20:56:33
义琪走_,9967788514,广东,什么是永远,6118013536,0,2024-05-24 20:56:25
义琪走_,9967788514,广东,狠话跟你学的 现在换我抛弃你．,6117999042,0,2024-05-24 20:38:56
义琪走_,9967788514,广东,狠话跟你学的 现在换我抛弃你．,6117992505,0,2024-05-24 20:34:54
送我一只胖大海,564802704,上海,嘿嘿在现场,6117979415,0,2024-05-24 20:17:25
义琪走_,9967788514,广东,干嘛非他不可呢.,6117933946,0,2024-05-24 19:13:24
monkey龙-,549688216,河南,好好听,6117927952,1,2024-05-24 19:08:42
Dlmstory,1794201124,辽宁,好听,6117634511,0,2024-05-24 12:23:57
吃豆子的恐龙,18595254,天津,做了错饭，却这么让人迷恋，你说你到底是天使，还是坏蛋,6117572632,2,2024-05-24 09:07:52
指引人在风中,9951382518,湖北,绕过江河错落，才发现你是人间星火,6117480630,1,2024-05-24 00:51:51
玩世不恭的DT,1294579459,安徽,陶喆今天在同济大学唱melody和二十二，bilibili毕业歌会等着吧,6117336829,16,2024-05-23 20:47:35
雨奕1106,8515596060,广东,已晕在那转音了,6117289221,1,2024-05-23 19:12:36
千葉君ChiBaSaki,419926069,广西,不是吃麦乐鸡写的吗,6117282837,1,2024-05-23 18:51:39
王xKai,1366228249,福建,释怀了,6117254886,0,2024-05-23 17:52:47
Whisper-yi-,3386734795,辽宁,阴雨天刚刚好,6117202979,2,2024-05-23 15:38:08
dlwlrma051693,517817101,广东,最喜欢陶喆的（model y)了,6117011841,1,2024-05-23 11:15:57
